Number_of_sequences,AB-1-0-1,AB-1-1-2,AB-1-10-11,AB-1-11-12,AB-1-12-13,AB-1-14-15,AB-1-2-3,AB-1-3-4,AB-1-4-5,AB-1-5-6,AB-1-6-7,AB-1-7-8,AB-1-8-9,AB-1-9-10
20500,2516.717,2989.706,5243.04,3432.742,3496.184,2913,3016.108,2771.046,3080,3426,3444.175,3077.141,4803.405,5446.62
20600,2523.15,2997.265,5260.805,3442.535,3505.301,2923,3023.633,2778.677,3087,3434,3452.934,3084.485,4820.882,5466.576
20700,2529.887,3004.151,5279.225,3452.472,3513.517,2929,3030.978,2785.866,3094,3446,3462.229,3092.508,4837.105,5485.583
20800,2536.77,3011.763,5297.242,3462.844,3522.033,2937,3038.595,2792.338,3102,3454,3472.322,3100.232,4852.478,5504.512
20900,2543.343,3018.765,5315.181,3473.021,3530.061,2941,3046.484,2799.161,3112,3464,3481.263,3107.332,4868.868,5524.924
21000,2550.209,3026.767,5334.284,3483.968,3539.305,2947,3054.234,2806.106,3119,3472,3490.294,3115,4886.295,5544.126
21100,2556.764,3033.854,5352.137,3493.953,3547.878,2955,3062.703,2813.881,3127,3480,3500.313,3122.4,4903.293,5563.787
21200,2562.869,3041.584,5370.556,3503.617,3556.217,2959,3070.31,2820.872,3135,3483,3509.121,3130.077,4919.361,5582.954
21300,2569.064,3048.596,5388.55,3513.468,3564.028,2965,3078.068,2827.956,3140,3493,3517.945,3137.231,4936.242,5602.754
21400,2576.058,3056.609,5406.472,3522.428,3572.171,2973,3086.025,2835.929,3149,3498,3526.701,3144.774,4950.647,5621.885
21500,2582.543,3064.284,5425.22,3531.285,3581.15,2982,3094.22,2842.959,3155,3507,3535.693,3152.209,4966.784,5640.923
21600,2588.692,3071.592,5444.035,3540.418,3589.871,2989,3101.606,2849.607,3166,3519,3544.398,3159.429,4982.581,5662.216
21700,2595.344,3079.074,5462.927,3550.139,3598.338,2998,3108.907,2855.651,3174,3523,3552.941,3167.421,4998.112,5681.377
21800,2601.196,3086.531,5481.74,3559.678,3606.769,3004,3116.625,2863.309,3181,3532,3561.933,3174.784,5014.681,5701.293
21900,2607.552,3093.866,5500.855,3569.572,3615.496,3007,3124.179,2869.867,3189,3545,3570.845,3182.351,5031.828,5721.323
22000,2613.405,3100.464,5518.941,3579.576,3624.311,3009,3131.893,2876.317,3196,3549,3580.355,3190.232,5047.931,5740.811
22100,2619.496,3107.799,5536.492,3589.251,3632.455,3017,3140.013,2883.465,3206,3555,3589.144,3198.536,5065.129,5758.817
22200,2625.667,3114.399,5554.243,3598.331,3641.316,3029,3147.396,2890.811,3210,3566,3597.93,3206.053,5080.958,5778.462
22300,2631.839,3121.622,5571.538,3608.613,3649.12,3033,3155.026,2897.613,3212,3571,3606.521,3213.306,5096.845,5797.192
22400,2638.482,3128.949,5589.664,3618.911,3657.669,3038,3161.721,2904.758,3221,3580,3614.949,3219.728,5112.816,5817.092
22500,2645.463,3135.92,5607.721,3628.734,3666.498,3043,3168.689,2911.175,3230,3591,3623.929,3227.473,5129.433,5835.787
22600,2652.077,3142.687,5625.758,3638.198,3675.103,3046,3175.482,2918.253,3240,3604,3632.483,3234.719,5145.044,5854.94
22700,2658.154,3149.793,5644.071,3647.926,3683.243,3054,3182.486,2924.746,3247,3616,3640.788,3242.087,5161.252,5873.5
22800,2664.445,3156.991,5662.349,3657.612,3691.582,3059,3190.013,2931.772,3252,3628,3649.525,3250.508,5178.385,5893.837
22900,2670.443,3163.764,5679.918,3666.731,3699.454,3060,3197.22,2938.164,3266,3633,3658.321,3257.886,5194.559,5912.595
23000,2676.685,3170.551,5698.564,3676.25,3708.599,3066,3204.886,2944.534,3274,3647,3666.951,3265.243,5210.209,5932.848
23100,2683.638,3177.023,5716.413,3685.645,3717.358,3073,3212.128,2951.436,3280,3656,3676.115,3272.404,5226.039,5952.366
23200,2689.81,3183.916,5735.192,3694.61,3725.642,3077,3219.131,2958.446,3285,3662,3684.868,3279.073,5242.702,5970.771
23300,2696.004,3190.943,5752.45,3704.251,3733.233,3082,3226.595,2964.908,3291,3670,3693.547,3286.085,5258.527,5989.438
23400,2703.198,3196.948,5770.362,3713.935,3741.432,3086,3233.616,2971.862,3303,3680,3702.446,3293.545,5275.479,6007.94
23500,2708.609,3203.889,5788.101,3723.987,3749.605,3095,3240.004,2978.497,3312,3688,3711.463,3300.208,5292.02,6027.322
23600,2714.662,3210.899,5804.654,3732.841,3757.314,3100,3247.722,2985.415,3319,3696,3720.8,3307.5,5308.177,6047.36
23700,2720.209,3217.024,5822.692,3743.304,3765.684,3105,3255.324,2992.163,3321,3705,3729.406,3314.589,5324.063,6066.618
23800,2726.298,3223.788,5840.153,3752.998,3773.155,3113,3262.705,2998.796,3330,3718,3737.977,3321.506,5340.132,6085.602
23900,2732.37,3231.364,5856.88,3762.475,3781.184,3121,3269.584,3005.006,3337,3724,3747.304,3328.673,5356.585,6104.947
24000,2738.575,3237.963,5874.168,3771.645,3788.856,3126,3277.359,3011.827,3341,3734,3755.911,3336.068,5372.74,6122.885
24100,2744.98,3244.577,5892.062,3781.236,3797.019,3137,3283.915,3017.64,3347,3744,3764.01,3343.138,5388.856,6142.311
24200,2751.145,3250.991,5910.436,3790.515,3805.263,3144,3291.362,3024.253,3354,3754,3771.949,3349.773,5404.221,6160.45
24300,2757.622,3257.535,5927.656,3800.166,3813.445,3148,3298.893,3030.787,3363,3760,3780.751,3357.186,5420.429,6179.286
24400,2763.381,3264.274,5945.559,3808.841,3821.583,3154,3305.77,3037.064,3370,3764,3789.625,3363.858,5435.874,6197.191
24500,2769.43,3271.089,5963.118,3818.271,3829.541,3165,3312.753,3043.877,3378,3773,3797.869,3371.126,5451.722,6215.49
24600,2775.617,3277.901,5980.968,3827.835,3836.63,3172,3319.459,3050.237,3387,3786,3805.795,3376.909,5467.079,6234.286
24700,2781.848,3284.283,5998.64,3837.954,3843.909,3179,3326.743,3057.159,3392,3792,3814.794,3383.738,5482.806,6252.202
24800,2787.495,3291.236,6016.043,3846.57,3852.334,3183,3334.46,3063.758,3400,3799,3822.804,3390.495,5498.203,6271.817
24900,2793.351,3297.729,6032.53,3856.172,3859.82,3187,3341.302,3070.772,3404,3811,3831.082,3397.759,5514.299,6291.554
25000,2799.897,3304.423,6049.715,3864.343,3867.502,3195,3347.994,3077.164,3409,3822,3838.628,3404.234,5530.188,6308.855
25100,2805.581,3311.168,6067.185,3873.227,3875.714,3198,3355.241,3083.654,3417,3832,3847.294,3411.193,5545.564,6327.195
25200,2812.025,3317.575,6084.261,3882.356,3884.251,3200,3361.974,3089.896,3425,3839,3855.717,3417.744,5560.917,6346.328
25300,2817.744,3324.724,6101.155,3891.375,3892.481,3205,3368.813,3096.096,3431,3847,3863.276,3424.447,5577.416,6365.342
25400,2823.452,3331.868,6118.265,3900.187,3900.083,3209,3375.423,3101.518,3438,3852,3871.573,3431.548,5592.142,6384.322
25500,2829.682,3338.666,6135.261,3910.083,3908.166,3218,3383.118,3107.796,3447,3860,3880.115,3438.489,5608.23,6403.057
25600,2836.097,3344.888,6152.665,3920.316,3916.334,3229,3390.448,3113.927,3455,3870,3888.207,3444.842,5623.451,6422.101
25700,2842.033,3350.692,6169.282,3929.63,3924.225,3235,3397.512,3120.156,3461,3881,3896.19,3452.233,5640.051,6440.984
25800,2848.831,3356.566,6186.075,3938.448,3932.028,3237,3403.656,3126.685,3468,3890,3904.09,3458.83,5655.447,6460.32
25900,2854.468,3362.849,6203.582,3946.352,3939.632,3243,3410.221,3133.01,3475,3895,3911.957,3465.287,5671.2,6478.322
26000,2860.36,3369.436,6220.911,3955.052,3947.215,3248,3417.218,3139.358,3483,3899,3920.664,3471.864,5687.962,6496.65
26100,2865.902,3375.468,6237.848,3963.532,3954.828,3250,3424.456,3145.504,3486,3907,3928.709,3479.262,5703.48,6514.888
26200,2871.551,3381.701,6254.832,3972.364,3963.222,3256,3431.376,3151.335,3493,3913,3936.839,3485.556,5719.157,6533.827
26300,2876.904,3387.778,6272.078,3981.478,3970.991,3260,3437.758,3157.513,3500,3919,3945.004,3491.976,5735.217,6553.513
26400,2882.821,3393.843,6288.429,3989.693,3978.199,3269,3444.578,3163.604,3505,3923,3953.196,3498.257,5750.507,6572.549
26500,2888.295,3400.236,6305.441,3998.378,3986.137,3277,3451.622,3169.477,3514,3931,3961.544,3505.218,5765.866,6590.943
26600,2893.814,3407.214,6322.116,4006.413,3993.862,3280,3458.856,3175.523,3521,3942,3969.397,3512.215,5781.7,6608.653
26700,2900.361,3412.654,6338.612,4015.515,4001.617,3286,3465.383,3181.38,3527,3950,3977.343,3518.92,5797.115,6627.175
26800,2905.83,3418.465,6355.296,4024.968,4009.194,3291,3472.639,3187.744,3531,3955,3985.879,3525.074,5811.75,6645.875
26900,2911.742,3424.552,6372.177,4033.155,4017.376,3299,3479.986,3193.944,3542,3966,3993.945,3531.828,5828.051,6663.512
27000,2917.365,3430.777,6389.628,4042.54,4025.155,3308,3486.503,3199.699,3548,3975,4002.431,3538.028,5843.045,6682.562
27100,2922.882,3437.226,6407.369,4051.571,4032.463,3313,3492.669,3205.899,3557,3984,4010.787,3544.169,5857.842,6701.114
27200,2928.861,3443.41,6424.534,4060.074,4040.292,3319,3499.227,3211.971,3563,3990,4018.529,3550.4,5874.271,6720.237
27300,2935.17,3449.893,6440.436,4069.677,4047.963,3326,3505.386,3218.215,3566,3998,4026.926,3556.97,5890.388,6740.05
27400,2941.246,3455.687,6457.375,4078.59,4054.867,3332,3511.884,3223.825,3578,4007,4034.758,3563.442,5906.349,6758.865
27500,2947.236,3463.058,6474.367,4086.788,4061.985,3337,3519.068,3229.854,3583,4013,4042.093,3569.342,5922.262,6777.692
27600,2952.685,3469.517,6491.401,4095.722,4069.976,3340,3525.849,3236.024,3590,4019,4050.402,3575.414,5938.433,6796.188
27700,2957.665,3475.016,6508.534,4104.164,4076.84,3346,3532.582,3242.042,3595,4027,4058.92,3581.871,5953.284,6813.871
27800,2962.713,3481.56,6525.755,4112.484,4084.662,3353,3539.464,3248.319,3603,4035,4066.785,3587.985,5968.73,6832.765
27900,2968.476,3487.66,6542.515,4121.717,4091.838,3359,3546.252,3254.151,3607,4042,4075.058,3594.845,5984.289,6850.416
28000,2973.785,3494.224,6559.163,4129.995,4099.156,3364,3552.67,3260.055,3614,4050,4082.855,3600.821,5999.776,6869.134
28100,2979.637,3500.251,6576.434,4138.854,4106.839,3368,3558.837,3265.875,3620,4061,4090.562,3607.097,6015.298,6887.493
28200,2985.058,3506.93,6592.967,4146.594,4113.455,3373,3564.761,3271.678,3630,4066,4098.781,3613.811,6031.626,6905.489
28300,2990.611,3513.255,6609.811,4155.042,4120.265,3379,3571.41,3277.455,3635,4068,4106.28,3620.298,6047.526,6923.586
28400,2995.914,3519.061,6627.088,4163.462,4128.054,3383,3578.249,3283.5,3641,4079,4114.223,3626.773,6063.478,6942.299
28500,3001.512,3525.575,6643.897,4172.212,4136.315,3388,3584.1,3289.355,3646,4087,4122.414,3633.366,6078.691,6959.782
28600,3007.501,3531.549,6660.837,4180.288,4144.301,3391,3591.174,3294.8,3655,4100,4129.818,3639.835,6094.566,6977.562
28700,3013.583,3537.708,6677.23,4188.729,4151.784,3398,3598.298,3300.574,3659,4109,4137.695,3646.414,6109.407,6995.326
28800,3019.21,3543.562,6694.286,4197.223,4158.511,3403,3604.913,3306.274,3664,4115,4145.418,3652.416,6124.503,7012.524
28900,3024.783,3549.297,6710.384,4205.127,4165.753,3406,3611.537,3312.009,3672,4125,4153.171,3658.829,6139.431,7031.192
29000,3030.046,3555.196,6727.364,4213.997,4173.15,3412,3617.335,3318.007,3679,4134,4160.987,3665.293,6155.447,7049.398
29100,3035.747,3561.399,6742.842,4222.603,4179.988,3417,3623.846,3324.243,3684,4154,4169.048,3671.664,6171.03,7067.524
29200,3041.163,3567.026,6759.471,4231.307,4187.119,3422,3629.906,3329.863,3692,4160,4177.086,3677.866,6185.689,7085.93
29300,3046.423,3573.174,6776.278,4239.517,4194.717,3424,3636.861,3335.948,3697,4163,4185.281,3684.403,6200.937,7104.916
29400,3051.806,3579.586,6793.151,4248.405,4201.873,3427,3643.637,3341.868,3708,4170,4193.567,3690.203,6215.457,7124.089
29500,3057.482,3585.833,6809.96,4256.627,4209.533,3435,3650.285,3347.677,3713,4181,4200.966,3696.637,6230.507,7142.791
29600,3063.26,3591.473,6826.295,4265.431,4216.967,3441,3656.371,3353.285,3717,4186,4209.096,3703.066,6246.936,7160.667
29700,3069.175,3597.239,6843.89,4273.821,4224.626,3444,3662.689,3359.558,3724,4194,4216.762,3709.036,6261.964,7178.846
29800,3074.321,3602.773,6861.253,4282.198,4231.61,3453,3668.76,3365.582,3731,4202,4223.176,3714.941,6276.748,7196.351
29900,3080.232,3608.764,6878.343,4290.957,4238.693,3461,3675.14,3371.439,3736,4207,4230.983,3720.866,6291.149,7213.537
30000,3085.295,3614.469,6893.838,4299.279,4244.528,3467,3681.181,3377.936,3741,4215,4238.328,3726.943,6306.043,7231.583
30100,3090.519,3620.099,6909.548,4307.416,4251.716,3471,3687.634,3383.996,3751,4222,4246.126,3733.554,6321.006,7249.211
30200,3096.126,3626.596,6924.729,4316.236,4258.55,3476,3693.806,3389.771,3754,4226,4254.305,3740.028,6336.969,7267.099
30300,3101.771,3633.004,6940.922,4325.054,4265.621,3482,3699.366,3395.741,3759,4232,4260.669,3746.412,6351.853,7285.138
30400,3107.438,3638.417,6957.992,4333.395,4271.902,3491,3705.824,3400.942,3762,4238,4268.327,3752.617,6368.111,7303.363
30500,3112.824,3644.396,6974.233,4341.634,4279.213,3495,3712.698,3406.756,3768,4249,4276.479,3758.781,6383.937,7321.076
30600,3118.142,3649.517,6990.227,4349.892,4286.07,3503,3718.923,3412.775,3775,4254,4284.234,3764.621,6399.359,7338.746
30700,3123.408,3655.294,7007.437,4358.488,4292.613,3506,3725.073,3418.582,3781,4262,4291.667,3771.755,6415.637,7357.199
30800,3128.35,3661.526,7024.029,4367.106,4299.583,3507,3731.141,3424.298,3788,4266,4299.465,3778.143,6431.146,7375.471
30900,3133.714,3667.581,7041.085,4375.361,4306.416,3514,3737.574,3429.715,3792,4272,4306.922,3784.298,6445.817,7393.311
31000,3139.172,3673.519,7058.683,4384.07,4313.627,3518,3744.393,3435.759,3796,4280,4314.785,3790.596,6461.107,7412.022
31100,3144.895,3679.041,7074.757,4392.434,4320.745,3525,3750.186,3441.504,3803,4289,4322.292,3796.019,6476.064,7430.09
31200,3150.174,3684.419,7091.584,4400.367,4327.813,3533,3756.743,3447.264,3808,4295,4329.229,3801.744,6491.111,7447.756
31300,3156.272,3689.865,7107.451,4408.758,4334.678,3541,3762.282,3453.168,3812,4303,4337.059,3807.623,6506.054,7465.707
31400,3161.622,3696.155,7123.466,4416.655,4341.128,3546,3768.158,3458.932,3820,4316,4343.306,3813.086,6521.062,7482.584
31500,3166.932,3701.98,7139.974,4425.031,4348.265,3551,3774.023,3464.986,3827,4322,4350.6,3819.018,6536.422,7499.862
31600,3171.876,3707.412,7155.464,4433.53,4354.926,3556,3779.398,3469.973,3834,4329,4358.094,3824.835,6551.869,7517.966
31700,3176.784,3713.305,7172.27,4442.143,4362.524,3562,3785.714,3475.639,3841,4335,4365.411,3830.977,6566.297,7535.712
31800,3181.421,3718.909,7188.058,4450.3,4369.291,3566,3791.766,3481.637,3844,4342,4373.482,3836.645,6581.406,7552.814
31900,3186.597,3724.376,7203.961,4459.051,4376.205,3569,3797.968,3487.371,3855,4352,4380.69,3842.745,6595.255,7571.702
32000,3192.057,3729.913,7219.784,4467.328,4383.401,3575,3804.157,3493.003,3863,4358,4387.673,3848.268,6610.055,7588.668
32100,3196.984,3735.566,7235.275,4475.982,4390.377,3578,3810.152,3498.564,3869,4368,4395.596,3854.29,6625.425,7606.671
32200,3202.197,3741.293,7251.356,4484.613,4397.146,3587,3816.088,3503.541,3877,4374,4402.926,3860.026,6640.219,7624.513
32300,3207.532,3747.153,7268.591,4492.177,4404.576,3592,3821.751,3508.936,3880,4379,4410.576,3866.135,6655.224,7641.902
32400,3212.625,3752.692,7284.869,4500.831,4411.3,3597,3827.842,3514.713,3887,4382,4418.327,3871.974,6670.821,7658.953
32500,3217.549,3758.424,7302.04,4508.487,4417.936,3604,3834.482,3519.966,3894,4393,4426.21,3877.411,6685.799,7676.689
32600,3222.741,3763.741,7317.948,4516.929,4424.494,3612,3841.034,3525.767,3902,4398,4433.087,3882.946,6700.691,7694.126
32700,3228.087,3769.34,7334.242,4523.819,4430.967,3614,3847.077,3531.288,3909,4408,4439.971,3889.096,6715.344,7712.659
32800,3233.295,3774.221,7350.114,4532.549,4437.741,3617,3852.97,3536.656,3914,4415,4447.2,3894.642,6730.509,7729.426
32900,3238.495,3779.712,7365.488,4540.01,4443.982,3621,3859.136,3543.248,3922,4425,4453.601,3901.133,6745.784,7747.397
33000,3243.898,3784.689,7381.983,4548.325,4450.996,3623,3865.028,3548.578,3930,4433,4461.945,3906.932,6761.337,7765.391
33100,3248.728,3790.886,7398.651,4556.12,4457.634,3628,3870.673,3554.392,3936,4441,4468.906,3913,6776.579,7782.829
33200,3253.902,3797.28,7413.975,4564.835,4464.677,3636,3877.674,3559.707,3942,4449,4475.646,3918.601,6791.26,7800.79
33300,3258.646,3802.796,7430.213,4572.737,4471.914,3638,3883.867,3564.697,3947,4458,4482.406,3923.29,6805.568,7817.895
33400,3263.647,3807.359,7445.675,4581.718,4478.673,3643,3889.345,3570.194,3953,4463,4488.739,3929.26,6820.176,7835.957
33500,3268.528,3812.933,7462.446,4589.573,4485.148,3653,3895.492,3575.773,3961,4470,4495.902,3934.417,6834.988,7853.632
33600,3273.727,3817.556,7478.33,4597.015,4492.542,3656,3900.992,3581.364,3967,4482,4503.463,3940.541,6849.88,7870.511
33700,3279.03,3822.792,7493.946,4604.894,4498.545,3657,3906.654,3586.765,3975,4486,4509.985,3946.576,6865.931,7887.945
33800,3284.198,3828.567,7509.584,4612.78,4505.864,3664,3912.889,3591.837,3981,4492,4517.574,3952.325,6880.458,7905.441
33900,3288.811,3833.971,7524.956,4620.633,4512.387,3670,3918.862,3597.289,3985,4500,4524.777,3958.433,6894.74,7924.103
34000,3294.025,3839.908,7540.829,4628.752,4518.825,3674,3925.18,3603.228,3988,4507,4532.382,3964.4,6908.746,7942.012
34100,3298.59,3845.79,7557.024,4636.8,4525.252,3678,3931.148,3608.669,3996,4510,4539.108,3970.116,6923.744,7959.068
34200,3303.358,3851.049,7572.391,4646.147,4532.009,3683,3936.52,3613.571,4002,4517,4546.206,3975.174,6938.353,7976.257
34300,3308.288,3856.857,7587.78,4654.064,4538.766,3689,3942.699,3618.838,4007,4524,4553.509,3980.802,6953.094,7994.019
34400,3312.692,3862.347,7603.113,4662.039,4545.032,3693,3948.737,3624.183,4013,4536,4560.758,3987.019,6968.111,8011.693
34500,3317.71,3868.386,7619.321,4669.52,4551.067,3697,3954.472,3629.554,4018,4544,4567.723,3992.532,6982.055,8028.455
34600,3322.957,3873.568,7634.634,4677.634,4557.104,3701,3960.444,3634.911,4024,4548,4574.938,3998.332,6997.017,8046.112
34700,3328.264,3879.161,7650.516,4686.024,4563.524,3708,3966.563,3640.559,4031,4554,4581.784,4003.901,7011.88,8064.374
34800,3333.21,3884.904,7666.69,4693.494,4570.001,3712,3972.532,3645.8,4035,4558,4589.521,4009.124,7026.879,8081.641
34900,3338.57,3889.891,7682.649,4701.55,4576.315,3720,3978.621,3651.208,4045,4567,4596.875,4014.618,7041.184,8099.46
35000,3343.512,3895.145,7698.159,4709.219,4582.481,3730,3984.627,3657.485,4053,4579,4603.582,4020.024,7055.586,8115.66
35100,3348.8,3900.364,7713.335,4717.19,4588.881,3736,3990.772,3663.405,4058,4585,4610.022,4025.753,7070.404,8132.866
35200,3353.665,3905.191,7728.408,4725.031,4595.437,3739,3996.344,3668.636,4065,4592,4617.444,4030.587,7085.692,8149.413
35300,3358.689,3910.125,7744.191,4733.022,4601.517,3745,4001.319,3674.181,4070,4601,4624.452,4035.717,7100.076,8167.19
35400,3364.338,3915.303,7759.343,4740.671,4607.274,3749,4006.817,3679.472,4074,4606,4631.29,4041.745,7114.744,8183.767
35500,3369.202,3921.121,7774.731,4748.57,4613.065,3755,4012.021,3685.255,4078,4616,4638.098,4047.686,7129.878,8201.934
35600,3374.445,3926.616,7790.231,4756.016,4619.772,3760,4017.552,3690.224,4082,4623,4645.663,4053.585,7144.525,8219.778
35700,3378.871,3931.518,7806.236,4764.171,4626.172,3766,4022.624,3695.928,4084,4627,4652.16,4058.792,7159.102,8236.688
35800,3383.275,3937.206,7821.936,4772.508,4632.963,3769,4028.756,3701.569,4091,4635,4659.624,4063.917,7173.329,8254.677
35900,3388.009,3942.23,7837.485,4780.597,4639.348,3772,4033.381,3707.198,4103,4641,4666.495,4069.108,7188.92,8272.494
36000,3393.063,3947.424,7852.564,4788.704,4645.795,3777,4039.202,3711.992,4107,4645,4672.576,4074.676,7203.674,8290.741
36100,3398.066,3952.484,7868.202,4796.747,4652.301,3781,4045.084,3717.445,4112,4658,4679.456,4080.322,7218.39,8308.152
36200,3403.257,3957.849,7883.191,4804.466,4657.651,3788,4050.279,3722.705,4119,4668,4686.414,4085.393,7233.468,8326.019
36300,3408.256,3962.821,7898.192,4813.134,4663.696,3793,4055.58,3727.996,4124,4673,4693.807,4090.688,7247.844,8342.726
36400,3413.107,3967.967,7913.712,4820.717,4670.091,3798,4060.796,3733.088,4130,4678,4701.152,4096.72,7263.913,8360.035
36500,3418.118,3973.908,7928.521,4828.873,4676.201,3806,4066.203,3738.665,4137,4683,4708.468,4102.324,7278.992,8376.443
36600,3423.338,3979.177,7944.022,4836.664,4681.984,3810,4072.097,3743.741,4144,4689,4715.385,4107.594,7292.59,8393.012
36700,3428.023,3984.165,7959.646,4844.261,4688.084,3812,4077.916,3748.882,4152,4692,4722.048,4112.868,7305.928,8409.088
36800,3433.255,3988.692,7975.609,4852.405,4694.174,3817,4083.844,3754.318,4155,4701,4729.716,4118.707,7320.191,8427.411
36900,3438.198,3993.588,7990.842,4859.916,4700.537,3818,4089.931,3759.438,4160,4712,4736.986,4124.757,7334.522,8445.061
37000,3443.552,3998.593,8006.403,4867.855,4707.111,3825,4095.424,3764.596,4165,4720,4744.837,4130.54,7348.225,8463.067
37100,3448.866,4003.329,8021.267,4875.299,4713.326,3834,4101.416,3769.89,4173,4726,4751.151,4135.777,7362.731,8479.962
37200,3454.126,4007.234,8037.056,4882.011,4719.712,3840,4106.948,3775.016,4177,4732,4757.921,4140.954,7375.906,8497.3
37300,3458.769,4011.702,8052.543,4889.795,4725.688,3846,4113.229,3779.892,4180,4742,4764.546,4146.117,7389.631,8513.738
37400,3463.001,4016.897,8067.73,4897.307,4732.09,3847,4118.985,3785.125,4184,4750,4771.187,4151.159,7403.934,8529.642
37500,3467.415,4022.228,8083.145,4905.126,4738.126,3849,4124.431,3790.636,4187,4761,4778.261,4156.36,7418.677,8547.34
37600,3471.998,4026.361,8099.033,4913.104,4745.013,3853,4129.839,3796.222,4191,4765,4785.563,4161.264,7433.234,8565.448
37700,3477.084,4031.4,8114.202,4920.617,4751.188,3859,4134.997,3801.01,4198,4769,4792.044,4166.455,7447.276,8581.968
37800,3482.165,4036.621,8129.856,4928.616,4756.957,3865,4139.996,3805.91,4204,4774,4798.574,4172.277,7461.5,8598.527
37900,3487.471,4041.619,8145.456,4936.441,4763.238,3866,4145.367,3811.164,4207,4784,4805.413,4177.823,7475.444,8615.223
