"","Family_name","depth","abundance"
"484","Family_Incertae_Sedis, Gammaproteobacteria","AC_2.5",5.265408167
"485","BD7-8_marine_group_unclassified","AC_2.5",2.204427697
"486","Gammaproteobacteria_unclassified","AC_2.5",2.187035762
"487","Sva1033","AC_2.5",6.083553752
"488","Desulfobulbaceae","AC_2.5",6.674879525
"489","Unknown_Family, Gammaproteobacteria","AC_2.5",2.257328164
"490","Bacteria_unclassified","AC_2.5",3.646508931
"491","Halieaceae","AC_2.5",2.197181057
"492","WCHB1-41_unclassified","AC_2.5",4.068263343
"493","Verrucomicrobiaceae","AC_2.5",1.250769955
"494","OM190_unclassified","AC_2.5",0.968875684
"495","Sh765B-TzT-29_unclassified","AC_2.5",0.99568825
"496","Flammeovirgaceae","AC_2.5",1.56454944
"497","Colwelliaceae","AC_2.5",0.717417298
"498","Psychromonadaceae","AC_2.5",1.052212037
"499","Anaerolineaceae","AC_2.5",0.936265807
"500","Phycisphaerae_unclassified","AC_2.5",2.350085148
"501","Lentisphaerae_unclassified","AC_2.5",1.409471358
"502","Proteobacteria_unclassified","AC_2.5",0.852929454
"503","Latescibacteria_unclassified","AC_2.5",1.388456103
"504","R76-B128_unclassified","AC_2.5",1.543534186
"505","Desulfuromonadales_unclassified","AC_2.5",1.283379833
"506","Bacteroidetes_BD2-2_unclassified","AC_2.5",2.192833074
"507","Desulfobacteraceae","AC_2.5",1.716728867
"508","Woesearchaeota_(DHVEG-6)_unclassified","AC_2.5",0.827566216
"509","MSBL9_unclassified","AC_2.5",0.721040617
"510","Draconibacteriaceae","AC_2.5",1.297873111
"511","JTB255_marine_benthic_group","AC_3.5",6.078044704
"512","Flavobacteriaceae","AC_3.5",7.01859848
"513","Planctomycetaceae","AC_3.5",2.842920922
"514","Family_Incertae_Sedis, Gammaproteobacteria","AC_3.5",5.613265987
"515","BD7-8_marine_group_unclassified","AC_3.5",2.675776525
"516","Gammaproteobacteria_unclassified","AC_3.5",5.736425016
"517","Sva1033","AC_3.5",4.356017565
"518","Desulfobulbaceae","AC_3.5",2.631058068
"519","Unknown_Family, Gammaproteobacteria","AC_3.5",2.057782111
"520","Bacteria_unclassified","AC_3.5",3.386140211
"521","Halieaceae","AC_3.5",1.179540939
"522","WCHB1-41_unclassified","AC_3.5",2.802601001
"523","Verrucomicrobiaceae","AC_3.5",1.390670704
"524","OM190_unclassified","AC_3.5",0.918561092
"525","Flammeovirgaceae","AC_3.5",0.905365482
"526","Rhodobacteraceae","AC_3.5",2.175809514
"527","Puniceicoccaceae","AC_3.5",0.847451414
"528","Psychromonadaceae","AC_3.5",2.146485936
"529","Anaerolineaceae","AC_3.5",2.724893519
"530","Saprospiraceae","AC_3.5",0.801266779
"531","Alphaproteobacteria_unclassified","AC_3.5",1.919961293
"532","Lentisphaerae_unclassified","AC_3.5",1.130423946
"533","Proteobacteria_unclassified","AC_3.5",1.021193616
"534","Latescibacteria_unclassified","AC_3.5",0.961080281
"535","Unknown_Family","AC_3.5",1.107698172
"536","Bacteroidetes_BD2-2_unclassified","AC_3.5",0.900233856
"537","Subgroup_22_unclassified","AC_3.5",1.342286799
"538","OM1_clade","AC_3.5",1.277041837
"539","Piscirickettsiaceae","AC_3.5",0.89363605
"540","Sva0996_marine_group","AC_3.5",1.39506924
"541","JTB255_marine_benthic_group","AC_4.5",5.789675877
"542","Flavobacteriaceae","AC_4.5",5.603636191
"543","Planctomycetaceae","AC_4.5",1.85478545
"544","Family_Incertae_Sedis, Gammaproteobacteria","AC_4.5",3.724246885
"545","BD7-8_marine_group_unclassified","AC_4.5",3.410008158
"546","Gammaproteobacteria_unclassified","AC_4.5",6.88433166
"547","Sva1033","AC_4.5",4.07042746
"548","Desulfobulbaceae","AC_4.5",3.64352897
"549","Unknown_Family, Gammaproteobacteria","AC_4.5",1.591049376
"550","Bacteria_unclassified","AC_4.5",3.86453203
"551","Halieaceae","AC_4.5",1.121417873
"552","WCHB1-41_unclassified","AC_4.5",2.451321054
"553","Verrucomicrobiaceae","AC_4.5",1.4291819
"554","OM190_unclassified","AC_4.5",0.839984288
"555","Rhodobacteraceae","AC_4.5",1.805146091
"556","Puniceicoccaceae","AC_4.5",0.876674249
"557","Psychromonadaceae","AC_4.5",2.729733113
"558","Anaerolineaceae","AC_4.5",3.315909199
"559","Phycisphaerae_unclassified","AC_4.5",1.406736277
"560","Alphaproteobacteria_unclassified","AC_4.5",2.213483777
"561","Lentisphaerae_unclassified","AC_4.5",1.001420117
"562","Proteobacteria_unclassified","AC_4.5",1.664429298
"563","Latescibacteria_unclassified","AC_4.5",1.153791368
"564","Unknown_Family","AC_4.5",1.817232196
"565","R76-B128_unclassified","AC_4.5",0.945737706
"566","Bacteroidetes_BD2-2_unclassified","AC_4.5",0.978974494
"567","Subgroup_22_unclassified","AC_4.5",1.022570801
"568","OM1_clade","AC_4.5",1.046311364
"569","Piscirickettsiaceae","AC_4.5",1.010053049
"570","Sva0996_marine_group","AC_4.5",0.918112323
"571","JTB255_marine_benthic_group","AC_6.5",5.456011741
"572","Flavobacteriaceae","AC_6.5",7.170594486
"573","Planctomycetaceae","AC_6.5",1.757007774
"574","Family_Incertae_Sedis, Gammaproteobacteria","AC_6.5",3.288130929
"575","BD7-8_marine_group_unclassified","AC_6.5",3.227742148
"576","Gammaproteobacteria_unclassified","AC_6.5",7.054403412
"577","Sva1033","AC_6.5",4.943089307
"578","Desulfobulbaceae","AC_6.5",3.212836056
"579","Unknown_Family, Gammaproteobacteria","AC_6.5",0.873344086
"580","Bacteria_unclassified","AC_6.5",3.958905052
"581","Halieaceae","AC_6.5",0.895894327
"582","WCHB1-41_unclassified","AC_6.5",2.089910487
"583","Verrucomicrobiaceae","AC_6.5",1.646549813
"584","Flammeovirgaceae","AC_6.5",0.807986607
"585","Colwelliaceae","AC_6.5",0.750273278
"586","Rhodobacteraceae","AC_6.5",1.578134675
"587","Puniceicoccaceae","AC_6.5",0.910418211
"588","Psychromonadaceae","AC_6.5",1.878931959
"589","Anaerolineaceae","AC_6.5",4.231418983
"590","Alphaproteobacteria_unclassified","AC_6.5",2.701824658
"591","Lentisphaerae_unclassified","AC_6.5",0.833976716
"592","Proteobacteria_unclassified","AC_6.5",2.152974721
"593","Latescibacteria_unclassified","AC_6.5",1.186754218
"594","Unknown_Family","AC_6.5",2.336052103
"595","R76-B128_unclassified","AC_6.5",1.171083711
"596","Bacteroidetes_BD2-2_unclassified","AC_6.5",1.292625689
"597","Subgroup_22_unclassified","AC_6.5",0.860349032
"598","OM1_clade","AC_6.5",0.973482445
"599","Piscirickettsiaceae","AC_6.5",1.905304275
"600","Marinilabiaceae","AC_6.5",0.97577569
"601","JTB255_marine_benthic_group","AC_7.5",4.20697088
"602","Flavobacteriaceae","AC_7.5",7.648091754
"603","Planctomycetaceae","AC_7.5",1.382290432
"604","Family_Incertae_Sedis, Gammaproteobacteria","AC_7.5",2.336832987
"605","BD7-8_marine_group_unclassified","AC_7.5",3.96220777
"606","Gammaproteobacteria_unclassified","AC_7.5",7.796494079
"607","Sva1033","AC_7.5",2.577902827
"608","Desulfobulbaceae","AC_7.5",1.923186688
"609","Unknown_Family, Gammaproteobacteria","AC_7.5",1.321183592
"610","Bacteria_unclassified","AC_7.5",4.874781342
"611","WCHB1-41_unclassified","AC_7.5",1.551173621
"612","Verrucomicrobiaceae","AC_7.5",1.453469828
"613","Flammeovirgaceae","AC_7.5",1.279550361
"614","Colwelliaceae","AC_7.5",1.321855096
"615","Rhodobacteraceae","AC_7.5",2.012832436
"616","Puniceicoccaceae","AC_7.5",1.079106497
"617","Spongiibacteraceae","AC_7.5",0.798082185
"618","Psychromonadaceae","AC_7.5",3.123835361
"619","Anaerolineaceae","AC_7.5",2.943536609
"620","Saprospiraceae","AC_7.5",0.819906057
"621","Alphaproteobacteria_unclassified","AC_7.5",3.612690078
"622","Lentisphaerae_unclassified","AC_7.5",0.823599327
"623","Proteobacteria_unclassified","AC_7.5",2.202196489
"624","Latescibacteria_unclassified","AC_7.5",1.017328154
"625","Unknown_Family","AC_7.5",3.081530626
"626","R76-B128_unclassified","AC_7.5",1.100594617
"627","Bacteroidetes_BD2-2_unclassified","AC_7.5",0.99684729
"628","Oceanospirillaceae","AC_7.5",0.897464738
"629","Piscirickettsiaceae","AC_7.5",3.165804344
"630","Marinilabiaceae","AC_7.5",1.228851829
"631","JTB255_marine_benthic_group","AC_8.5",6.477231485
"632","Flavobacteriaceae","AC_8.5",5.251809312
"633","Planctomycetaceae","AC_8.5",3.729638565
"634","Family_Incertae_Sedis, Gammaproteobacteria","AC_8.5",4.574197818
"635","BD7-8_marine_group_unclassified","AC_8.5",2.843662603
"636","Gammaproteobacteria_unclassified","AC_8.5",6.648875985
"637","Sva1033","AC_8.5",3.573365214
"638","Desulfobulbaceae","AC_8.5",3.30949382
"639","Unknown_Family, Gammaproteobacteria","AC_8.5",2.338122585
"640","Bacteria_unclassified","AC_8.5",4.841912
"641","Halieaceae","AC_8.5",0.94959544
"642","WCHB1-41_unclassified","AC_8.5",1.279221195
"643","Verrucomicrobiaceae","AC_8.5",0.767703508
"644","OM190_unclassified","AC_8.5",0.974360069
"645","Flammeovirgaceae","AC_8.5",0.985461455
"646","Rhodobacteraceae","AC_8.5",1.368886232
"647","Psychromonadaceae","AC_8.5",1.733951026
"648","Anaerolineaceae","AC_8.5",4.815012489
"649","Alphaproteobacteria_unclassified","AC_8.5",1.856493243
"650","Proteobacteria_unclassified","AC_8.5",2.294570995
"651","Latescibacteria_unclassified","AC_8.5",1.278367242
"652","Unknown_Family","AC_8.5",1.694242224
"653","R76-B128_unclassified","AC_8.5",0.711342627
"654","Bacteroidetes_BD2-2_unclassified","AC_8.5",1.183578489
"655","Subgroup_22_unclassified","AC_8.5",1.100318097
"656","OM1_clade","AC_8.5",1.069148823
"657","Desulfobacteraceae","AC_8.5",0.798872782
"658","Sva0996_marine_group","AC_8.5",0.758737004
"659","Nitrospiraceae","AC_8.5",0.791187208
"660","SAR324_clade(Marine_group_B)_unclassified","AC_8.5",0.802288593
"661","JTB255_marine_benthic_group","AC_10.5",5.915669053
"662","Flavobacteriaceae","AC_10.5",6.62957522
"663","Planctomycetaceae","AC_10.5",2.46303879
"664","Family_Incertae_Sedis, Gammaproteobacteria","AC_10.5",4.26655831
"665","BD7-8_marine_group_unclassified","AC_10.5",2.20735786
"666","Gammaproteobacteria_unclassified","AC_10.5",3.372612759
"667","Sva1033","AC_10.5",4.988591254
"668","Desulfobulbaceae","AC_10.5",5.195511518
"669","Unknown_Family, Gammaproteobacteria","AC_10.5",1.302784984
"670","Bacteria_unclassified","AC_10.5",4.764167162
"671","Halieaceae","AC_10.5",0.680148783
"672","WCHB1-41_unclassified","AC_10.5",1.557215641
"673","Verrucomicrobiaceae","AC_10.5",1.066483293
"674","Flammeovirgaceae","AC_10.5",0.788922577
"675","Rhodobacteraceae","AC_10.5",0.919576157
"676","Psychromonadaceae","AC_10.5",2.598068327
"677","Anaerolineaceae","AC_10.5",6.791485637
"678","Phycisphaerae_unclassified","AC_10.5",1.270277873
"679","Alphaproteobacteria_unclassified","AC_10.5",1.816647392
"680","Proteobacteria_unclassified","AC_10.5",1.565967555
"681","Latescibacteria_unclassified","AC_10.5",1.555340231
"682","Unknown_Family","AC_10.5",0.772669021
"683","R76-B128_unclassified","AC_10.5",0.805176132
"684","Bacteroidetes_BD2-2_unclassified","AC_10.5",1.712874691
"685","Subgroup_22_unclassified","AC_10.5",0.787047167
"686","OM1_clade","AC_10.5",1.127121558
"687","Desulfobacteraceae","AC_10.5",1.687869221
"688","MSBL9_unclassified","AC_10.5",0.803300722
"689","Nitrospiraceae","AC_10.5",0.99396743
"690","Spirochaetaceae","AC_10.5",0.753914919
"691","JTB255_marine_benthic_group","AC_11.5",4.364814148
"692","Flavobacteriaceae","AC_11.5",1.691429747
"693","Planctomycetaceae","AC_11.5",2.920158347
"694","Family_Incertae_Sedis, Gammaproteobacteria","AC_11.5",3.624492314
"695","Gammaproteobacteria_unclassified","AC_11.5",1.167035114
"696","Sva1033","AC_11.5",5.603824996
"697","Desulfobulbaceae","AC_11.5",11.69091563
"698","Bacteria_unclassified","AC_11.5",5.326204308
"699","Halieaceae","AC_11.5",1.418950183
"700","WCHB1-41_unclassified","AC_11.5",1.280139839
"701","Sh765B-TzT-29_unclassified","AC_11.5",1.542337155
"702","Anaerolineaceae","AC_11.5",6.364711326
"703","Phycisphaerae_unclassified","AC_11.5",1.999897178
"704","Proteobacteria_unclassified","AC_11.5",2.102719655
"705","Latescibacteria_unclassified","AC_11.5",2.426610457
"706","Bacteroidetes_BD2-2_unclassified","AC_11.5",1.706853118
"707","Subgroup_22_unclassified","AC_11.5",0.889414426
"708","Desulfobacteraceae","AC_11.5",7.428923963
"709","Woesearchaeota_(DHVEG-6)_unclassified","AC_11.5",1.439514678
"710","Sandaracinaceae","AC_11.5",0.997378027
"711","Archaea_unclassified","AC_11.5",1.053930389
"712","MSBL9_unclassified","AC_11.5",2.231247751
"713","Planctomycetes_unclassified","AC_11.5",0.909978921
"714","vadinHA49_unclassified","AC_11.5",0.771168577
"715","Helicobacteraceae","AC_11.5",1.002519151
"716","Spirochaetaceae","AC_11.5",0.724898463
"717","SAR324_clade(Marine_group_B)_unclassified","AC_11.5",0.802015321
"718","Subgroup_23_unclassified","AC_11.5",1.043648141
"719","Sva0485_unclassified","AC_11.5",1.223587476
"720","Phycisphaerales_unclassified","AC_11.5",0.740321834
"721","JTB255_marine_benthic_group","AC_12.5",3.801009963
"722","Flavobacteriaceae","AC_12.5",1.41940767
"723","Planctomycetaceae","AC_12.5",3.412037669
"724","Family_Incertae_Sedis, Gammaproteobacteria","AC_12.5",4.183158182
"725","Gammaproteobacteria_unclassified","AC_12.5",1.426231746
"726","Sva1033","AC_12.5",6.148491879
"727","Desulfobulbaceae","AC_12.5",13.82557663
"728","Bacteria_unclassified","AC_12.5",4.954278695
"729","Halieaceae","AC_12.5",1.30339839
"730","WCHB1-41_unclassified","AC_12.5",1.446703972
"731","OM190_unclassified","AC_12.5",0.61416678
"732","Sh765B-TzT-29_unclassified","AC_12.5",1.044083527
"733","Anaerolineaceae","AC_12.5",8.59151085
"734","Phycisphaerae_unclassified","AC_12.5",1.883444793
"735","Proteobacteria_unclassified","AC_12.5",1.733315136
"736","Latescibacteria_unclassified","AC_12.5",2.599972704
"737","R76-B128_unclassified","AC_12.5",0.648287157
"738","Bacteroidetes_BD2-2_unclassified","AC_12.5",1.357990992
"739","Subgroup_22_unclassified","AC_12.5",0.689231609
"740","OM1_clade","AC_12.5",1.276102088
"741","Desulfobacteraceae","AC_12.5",7.868158864
"742","Woesearchaeota_(DHVEG-6)_unclassified","AC_12.5",0.757472362
"743","Sandaracinaceae","AC_12.5",1.433055821
"744","Archaea_unclassified","AC_12.5",0.846185342
"745","MSBL9_unclassified","AC_12.5",1.760611437
"746","Planctomycetes_unclassified","AC_12.5",0.682407534
"747","SAR324_clade(Marine_group_B)_unclassified","AC_12.5",0.60051863
"748","MSB-3A7_sediment_group_unclassified","AC_12.5",0.580046404
"749","Subgroup_23_unclassified","AC_12.5",1.71284291
"750","Sva0485_unclassified","AC_12.5",0.866657568
"751","JTB255_marine_benthic_group","AC_13.5",8.787385289
"752","Flavobacteriaceae","AC_13.5",2.49307747
"753","Planctomycetaceae","AC_13.5",4.218273547
"754","Family_Incertae_Sedis, Gammaproteobacteria","AC_13.5",3.175907178
"755","BD7-8_marine_group_unclassified","AC_13.5",1.60100129
"756","Gammaproteobacteria_unclassified","AC_13.5",2.390145603
"757","Sva1033","AC_13.5",3.728259872
"758","Desulfobulbaceae","AC_13.5",6.682839373
"759","Unknown_Family, Gammaproteobacteria","AC_13.5",1.037533888
"760","Bacteria_unclassified","AC_13.5",6.64079678
"761","Halieaceae","AC_13.5",0.851966579
"762","WCHB1-41_unclassified","AC_13.5",1.029801917
"763","OM190_unclassified","AC_13.5",1.002256769
"764","Sh765B-TzT-29_unclassified","AC_13.5",1.106638381
"765","Flammeovirgaceae","AC_13.5",0.721972812
"766","Psychromonadaceae","AC_13.5",0.856315812
"767","Anaerolineaceae","AC_13.5",11.03303968
"768","Phycisphaerae_unclassified","AC_13.5",0.995974542
"769","Proteobacteria_unclassified","AC_13.5",2.212310265
"770","Latescibacteria_unclassified","AC_13.5",2.148038254
"771","Bacteroidetes_BD2-2_unclassified","AC_13.5",0.868880266
"772","Subgroup_22_unclassified","AC_13.5",1.387888834
"773","OM1_clade","AC_13.5",1.6251637
"774","Desulfobacteraceae","AC_13.5",2.120009858
"775","Woesearchaeota_(DHVEG-6)_unclassified","AC_13.5",0.897875158
"776","MSBL9_unclassified","AC_13.5",1.472457269
"777","vadinHA49_unclassified","AC_13.5",0.673647992
"778","Nitrospiraceae","AC_13.5",0.9133391
"779","SAR324_clade(Marine_group_B)_unclassified","AC_13.5",1.60631702
"780","Unknown_Family","AC_13.5",0.922037568
"781","JTB255_marine_benthic_group","AC_15.5",6.582930309
"782","Flavobacteriaceae","AC_15.5",4.022128666
"783","Planctomycetaceae","AC_15.5",1.304756272
"784","Family_Incertae_Sedis, Gammaproteobacteria","AC_15.5",3.357572805
"785","Gammaproteobacteria_unclassified","AC_15.5",1.82665878
"786","Sva1033","AC_15.5",6.69426951
"787","Desulfobulbaceae","AC_15.5",8.691416443
"788","Bacteria_unclassified","AC_15.5",5.264256637
"789","WCHB1-41_unclassified","AC_15.5",1.593542326
"790","Sh765B-TzT-29_unclassified","AC_15.5",0.61236561
"791","Psychromonadaceae","AC_15.5",0.821126614
"792","Anaerolineaceae","AC_15.5",8.635746842
"793","Phycisphaerae_unclassified","AC_15.5",1.555269476
"794","Proteobacteria_unclassified","AC_15.5",1.986708883
"795","Latescibacteria_unclassified","AC_15.5",2.797397446
"796","R76-B128_unclassified","AC_15.5",0.668035211
"797","Desulfuromonadales_unclassified","AC_15.5",0.678473261
"798","Bacteroidetes_BD2-2_unclassified","AC_15.5",1.631815177
"799","Subgroup_22_unclassified","AC_15.5",1.245607321
"800","OM1_clade","AC_15.5",0.925507115
"801","Desulfobacteraceae","AC_15.5",7.24748617
"802","Woesearchaeota_(DHVEG-6)_unclassified","AC_15.5",1.426533524
"803","Archaea_unclassified","AC_15.5",0.737622212
"804","MSBL9_unclassified","AC_15.5",1.784906579
"805","vadinHA49_unclassified","AC_15.5",1.301276921
"806","Spirochaetaceae","AC_15.5",0.650638461
"807","SAR324_clade(Marine_group_B)_unclassified","AC_15.5",1.781427229
"808","Unknown_Family","AC_15.5",0.831564664
"809","Subgroup_23_unclassified","AC_15.5",0.713266762
"810","Marine_Benthic_Group_B_unclassified","AC_15.5",0.650638461
"811","JTB255_marine_benthic_group","AC_16.5",7.598896044
"812","Flavobacteriaceae","AC_16.5",3.394664213
"813","Planctomycetaceae","AC_16.5",1.789328427
"814","Family_Incertae_Sedis, Gammaproteobacteria","AC_16.5",3.357865685
"815","BD7-8_marine_group_unclassified","AC_16.5",0.662373505
"816","Gammaproteobacteria_unclassified","AC_16.5",2.405703772
"817","Sva1033","AC_16.5",5.896964121
"818","Desulfobulbaceae","AC_16.5",7.948482061
"819","Bacteria_unclassified","AC_16.5",5.703771849
"820","WCHB1-41_unclassified","AC_16.5",1.246550138
"821","Sh765B-TzT-29_unclassified","AC_16.5",0.625574977
"822","Anaerolineaceae","AC_16.5",9.95400184
"823","Phycisphaerae_unclassified","AC_16.5",2.345906164
"824","Proteobacteria_unclassified","AC_16.5",2.378104876
"825","Latescibacteria_unclassified","AC_16.5",2.037718491
"826","R76-B128_unclassified","AC_16.5",0.745170193
"827","Desulfuromonadales_unclassified","AC_16.5",0.772769089
"828","Bacteroidetes_BD2-2_unclassified","AC_16.5",1.545538178
"829","Subgroup_22_unclassified","AC_16.5",1.108555658
"830","OM1_clade","AC_16.5",1.011959522
"831","Desulfobacteraceae","AC_16.5",4.590616375
"832","Woesearchaeota_(DHVEG-6)_unclassified","AC_16.5",1.27874885
"833","Archaea_unclassified","AC_16.5",0.689972401
"834","MSBL9_unclassified","AC_16.5",2.336706532
"835","Planctomycetes_unclassified","AC_16.5",0.671573137
"836","vadinHA49_unclassified","AC_16.5",1.23275069
"837","Nitrospiraceae","AC_16.5",0.712971481
"838","Spirochaetaceae","AC_16.5",0.680772769
"839","SAR324_clade(Marine_group_B)_unclassified","AC_16.5",1.655933763
"840","Unknown_Family","AC_16.5",0.795768169
